,review,sent,sent_pred
,gk bs ke buka filenya gmn ini sangat kecewa    ,0,0
,kualitas produk baik harga produk baik cuma sayang jaitanya tidak rapi  ,0,1
,seller fast respon produk sesuai        ,1,1
,kecewa pesan tanggal oktober datang tanggal november      ,0,0
,kencengg banteett           ,1,1
,alhamdulilh tv led ny ud dtg cept bgt pesn tgl nov sore dtg,1,1
,gilaa baguss bgtt mauu belii lagii bener sebagus ituu warnanya juga bagus truss,1,1
,barang sampai tepat waktu dan sesuai so far berfungsi dengan baik semoga awet,1,1
,barang yang dikirimkan menurut saya kualitasnya bagus bonusnya memang ada ya walaupun bonus,1,1
,barang cepat dan sesuai makasih        ,1,1
,bajunya bagus baguss bahannya mantep sellernya ramaahh love banget pokonya   ,1,1
,owemji mas bersyukur kamu bisa sampai rumah meski kondisi mobil seperti gini owemji,0,1
,agak mahal dikit cuma gp        ,0,0
,baguss proposional dg kepala bayii        ,1,1
,tv ya mantapp          ,1,1
,cpt dtgnya dn oke brgnya        ,1,1
,baguss dan nyaman          ,1,1
,proses pemesanan mudah pengiriman sangat cepat barang luaran bagus dalemnya kurang cuma bisa,0,1
,kenapa saya order hitam harga diskon sampai nya cuma sama saja saya beli,0,0
,harga produk yg terjangkau barang berkualitas banget thanks tokped    ,1,1
,barang sampai lcd retak gak bisa di pakai sudah dikirim balik ke lazada,0,0
,susah dipake bluetooth gk bisa konek       ,0,0
,dear lazada produknya salah kirim isi nya bukan usb tetapi kertas saya mau,0,0
,gb dan gb rb yg merugikan krna akhirnya tdk bisa dipakai sma sekalii,0,0
,kemasan rapi tersegel dan sesuai dengan perangkat      ,1,1
,daya sedotnya kuat sampe bisa bikin kulit biru biru    ,0,1
,alhamdulillah paket ku sdh sampai celana cool girl nya bagus banget sellernya ramah,1,1
,ada beda warna dengan foto tapi ya oke lah buat hari  ,1,1
,mantap laahh awal bingun pas dicolok ke laptop ko engga tb ehh ternyata,1,1
,boleh juga produknya mantap gan        ,1,1
,saputgn sdh diterima gan tp kok cuman isi yaa yg warna merah cuma,0,0
,barang sudah di terima dengan packing yg rapi amp barang sangat sesuai dgn,1,1
,jadi ini salah grandma saya friends saya dasar neighbor jaman sekarang banyak gaya,0,0
,barang sesuai respon penjual cepat dan memuaskan      ,1,1
,buruk minta refund kok ditolak        ,0,0
,respon super cepat barang sangat sesuai mantapp      ,1,1
,flashdisk error dijual tdk brfungsi cm jd rongsok     ,0,0
,dus sdh sobek sobek lumayan lahh       ,0,0
,apple selidiki kasus baterai gembung iphone plus      ,0,0
,flashdisk tidak bisa di pakai        ,0,0
,leging y serat y lebih besar beda dgn baby gap yg waktu awal,1,0
,saya kira productnya agak las tetapi nyata lentur tetapi sisi atas kanan kor,0,0
,barang sudah saya terima sukses buat lapaknya      ,1,1
,sesuai sama harganya barangnya krlihatan murah       ,0,1
,lampuya oke           ,1,1
,alhamdulillah paket sudah saya terima kurirnya ramah pengiriman lumayan cepat kemasan rapi barangnya,1,1
,fdnya korup bermasalah kalau bisa kirim ulang      ,0,0
,banyak promo           ,1,0
,awal khawatir mbp i late saya ngk support nerima asupan gbx memory corsair,0,0
,sesuai dengan foto tapi packingnya kurang karna tidak terbungkus tambahan hnya dari kardus,0,0
,ice colernya cuma packing tidak sesuai dengan yang di speck dapat ice coler,0,0
,pokoknya sangat recomendet kurirnya ramah pengiriman sngt cepat lazamall is the best ,1,1
,melebihi ekspektasi dengan harga k mantap acom indonesia     ,1,1
,tes suara oke tetapi sayang seperti belum support output sound sound tambah karena,0,0
,packing bagus rapi tp barang blm dicoba semoga awet    ,1,1
,terimakasih pesanan sudah sampai dan sesuai       ,1,1
,paket sudah sampai nbarang sesuai pesanan nrespon penjual cepat npenjual ramah nterimakasih n,1,1
,barang bagus packing luar dalam sangat rapi layar ok touchscreen pun ok tapi,0,1
,produk jelek dipakai tapaknya lepas        ,0,0
,ga bagus ga bisa di eject akhirnya baru beli sehari dah rusak minta,0,0
,alhamdulillah barang datang dalam keadaan baik ga ada kurang hanya packing cuma buble,0,1
,overall mantaapp alhamdulillah          ,1,1
,hi mohon dibantu ini masalah kenapa ya solusinya gimana oppo r tidak bisa,0,0
,mahal g bs cancel cod males belanja di lazada mendingan belanja di bukalapak,0,0
,suara y terlalu kecil bngt        ,0,0
,iklannya asli samsung ternyata suara kecil dan cempreng hahahaha jualan mah apa adanya,0,0
,sudah terima kurang panjang dan kurang stretch      ,0,0
,terimakasih barang sudah sampai packing mantab dan pesanan sesuai dengan deskripsi yg tertera,1,1
,barang mantap fast respone mantap deh belanja di sini xd   ,1,1
,bahan tbel pengiriman cpat sesuai ekspektasi       ,1,1
,pengiriman cepet bgt hari sudah sampai ini hardisknya ori gag ya mudahan awet,1,1
,maksiah gan paket usah diterima        ,1,0
,mantap barang yang sampai sesuai dg pesan      ,1,1
,agan yang mau beli ini harap di perhati bahwa barang ini bukan fre,0,0
,sudah diterima sesuai pesanan         ,1,1
,pokonya bagus banget tebel juga        ,1,1
,tv nya kapan di anter tidak bareng      ,0,0
,this is very disappointing good received is different what was order and take,0,1
,barang bagus pengiriman cepat tetapi mengapa pesanan saya yang lainnya belum sampai juga,0,1
,brgnya kok blm smp jg ya pdhal besok dah mau mudik kalau smp,0,0
,sangat ingin pakai iphone         ,1,0
,kecewa penjual kurang teliti barang riject ko d kirim    ,0,0
,tirani            ,0,0
,baru hari mati mau retur gak direspon bukan nokia    ,0,0
,celaka mobil karena diri sendiri tidak only saya tetapi ayah ibu dan adek,0,0
,tidak terlalu besar mungil sekali        ,0,0
,barang cepat sampe packing rapi recommended daah      ,1,1
,pasti harga nya langit         ,0,1
,barang sudah diterima y kak bagus sesuai dengan gambar terimakasih   ,1,1
,pengirimannya cepet           ,1,1
,cuma sehari udah nyampe di rumah sampe kaget gak percaya biasanya pesen apapun,1,0
,dapat dua namun akan lebih baik apabila tidak pecah    ,0,0
,paarah            ,0,0
,thanks gan barang udah dateng cepet hari lgsg nyampek layar jernih suara recomended,1,1
,barang tidak bisa hidup         ,0,0
,hp nya gampang mati sendiri amp saya tanya ternyata rekondisi cuma ganti kesing,0,0
,retak            ,0,0
,ini harga beneran dengan ukuran inch       ,0,1
,blm tau kekuatan nya tapi barang rapi n mukus    ,1,1
,dapat harga murah saat harbolnas dan yg terpenting barangnya ori dan kecepatan transfer,1,1
,barang berfungsi dengan baik packing rapih dapat dobel buble harga terjangkau tapi kualitas,1,1
,celana nya baguss anak suka thax       ,1,1
,terima kasih banyak saya kasih bintang       ,1,1
,rekomendasi dech barang nya sip ukur l nya kayak ukur xl di pasar,1,1
,itu barang original betul apa gk       ,0,1
,bagus maskernya sesuai foto deskripsi bahannya halus      ,1,1
,pesan pcs tp dikirimnya satu minta tlg dikirim kekurangan barang tp katanya gak,0,0
,anak bangsa buat mobil ndada peduli anak bangsa buat video banyak minta link,0,0
,bad service smoga lebih menghargai costomer       ,0,0
,neng brngnya nyata kecil isi kalau sini hrga hrga segitu masuk mahal agak,0,0
,ini sampenya cepet bgt yah njam sore payment jam pagi besoknya sampe rumah,1,1
,telah saya terima barang ini dari bhineka lihat langsung desain redbul nba ini,1,0
,salah kirim barang pesan flashdisk sandisk gb yang datang kartu memori sandisk gb,0,0
,suka bget enak di pakek baju       ,1,1
,selalu langganan disini pokoknya mah harga bersahabat di kantong mak pengiriman juga cepat,1,1
,gan apa ini barang khusus djabotabek aja ke bandung ga bisa  ,0,0
,wrn beda dg yg di foto       ,0,0
,produk asli enak dipakai sesuai dng deskripsi pelayanan juga cepat trimakasih yaa ,1,1
,pantesan buy get ternyata yg hadiahnya udh cacat barangnya udh meleyot semoga aja,0,0
,pesan warna gold yang dtg warna silverpadahal sudah konfirmasi via chat  ,0,0
,oke ajalah sip sdh ditangan brgnya       ,1,1
,packing sangat jelek produk bekas dijual menjadi barang baru tidak direkomendasikan banget ,0,0
,kecewa brngnya ga bisa dipake        ,0,0
,respon cepat barang cepat sampai barang sesuai      ,1,1
,baguss tapi kurir anteraja tu lama       ,1,0
,barang belum di coba         ,1,1
,barangnya sesuai gambar harganya juga sesuai pengiriman nya cepet hari sampe bisa cod,1,1
,respon okay barang okay syg kirimnya lama      ,1,0
,lumayan untuk barang yang sesuai harga       ,0,0
,khawatir juga kalau barang refurbish tetapi telah ngecek waranty pakai serial number ke,0,0
,tidak kokoh gambar namun akan lebih baik apabila sesuai dengan gambar  ,0,0
,pesen warna merah yang dikirim warna hitam      ,0,0
,its so fast so good good job n thank for seller n lazada,1,1
,kepake gb aje gak bisa sampe gb      ,0,0
,order tanggal okt tetapi baru terima barang tanggal novhuhu lama banget ya proses,0,0
,barang cepat sekali sampainya kualitas bagus sekali mantap     ,1,1
,barangnya bagus sesuai gambar cuma ada remote n kaki tv untuk keseluruhan semuanya,1,1
,barang tidak ori          ,0,0
,kecewa bnget ini ga bisa di isi file apapun mungkin kw  ,0,0
,packing rapi barang nya jg bagus       ,1,1
,kabel makan tikus mobil bakar di cakung      ,0,0
,pakai iphone tidak bisa install ada solusi      ,0,0
,bad product           ,0,0
,pelayanan dan pengiriman cepat sesuai dgn yg diinginkan     ,1,1
,repeat order great seller terima kasih       ,1,1
,cantik vestnya           ,1,1
,bahan nya lembut gak kaku enak dipake buat anak anak   ,1,1
,sesuai dan cepat prosesnya         ,1,1
,bagus dan murah tv nya        ,1,1
,oke bahan bagus terima kasih jadi id      ,1,1
,meragukan            ,0,0
,terima ksaih barang sampai cepat dan bagus      ,1,1
,terima kasih sampai dengan selamat        ,1,1
,terima kasih barangnay sudah sampai kualitas lumayan      ,1,1
,cocok gan sama lem butterfly yg saya beli     ,1,1
,dua dua tidak bisa guna kaya cepat bakar     ,0,0
,barang di retur gara pointer mouse ga jalan alias ga bisa d gunakan,0,0
,barang nya bagus banget sorry ga sempet gambar     ,1,1
,sekelas official store jual barang bm mesin jelek kacau semoga berkah aja jangan,0,0
,paketan ud dtg tp krn masi dktr jadi ditaruh ekspedisiny d dpn rmh,1,0
,barang nya bagus tapi pengiriman nya lamaa sekali     ,0,0
,saya mendapatkan tvnya layar pecah dan lazada tdk ada no telphn atau hp,0,0
,jual barang kw di keterangan ga di kasih keterangan barang kw tau gitu,0,0
,great shop fast response         ,1,1
,barang sesuai ekspektasi merakitnya mudah dan plastik cukup kuat tidak ada masalah dalam,1,1
,barangnya udah sampe worth it lah harga murmer makasihh    ,1,1
,buat seller yg satu ini wajib bintang sudah langganan dan ga perlu dipertanyakan,1,1
,salahnya punya mobil kwek kwek        ,0,1
,mantap dah murah bagus         ,1,1
,awalnya lupa tulisan ukuran dan penjual juga ga nanya akhirnya ukuran yg dikirim,0,0
,suka belanja di jdid         ,1,1
,senang x belanja di jdid saya suka cara packingnya dan servis juga ramah,1,1
,ke id benar ori         ,1,1
,dikatakan paket akan tiba pada desember sampai saat ini desember masih belum saya,0,0
,tidak cepat biasa kirim paking juga biasa saja tidak ada dus jadi id,0,0
,psn smlm td siang sampe express mantap dan bahan katunnya lbh dr sekedar,1,1
,tidak sesuai dengan gambar di gambar warnanya agak biru dongker datang hitam modelnya,0,0
,harganya ternyata sangat mahal dibanding dg online shopping lain terutama yg inisial t,0,0
,mantap dah dipake sepedaan         ,1,1
,produk rusak gk bisa di pakai       ,0,0
,apes kirain harga ya pasdikirim rb he      ,0,0
,barang sesuai dg gambar cocok banget recomended seller     ,1,1
,bahannya lembut bgt pas dipakai dan cuocok      ,1,1
,tidak sesuai deskripsi suara kecil        ,0,0
,bagus recommended banget          ,1,1
,barang sih ok tapi pengirimannya sampai bln baru sampai percuma gratis ongkir juga,0,0
,pahit            ,0,0
,iram lama           ,0,0
,barang rusak file didalam tidak bisa di baca     ,0,0
,jos tenan           ,1,1
,chat seller meng iya kan warna hitam eh yg datang putih  ,0,0
,pengiriman cepat sekali wlpun gratis ongkir kualitas cukup bagus sesuai deskripsi  ,1,1
,minta biru dikasih kuning         ,0,0
,sangat memuaskan packing rapi kurir ramah harga terjangkau kalo lagi diskon ehehehe ,1,1
,mantap top           ,1,1
,bungkusnya cntik x imut bajunya bgus syantikk mantab deh    ,1,1
,oke barang sudah diterima thanks ya gan      ,1,1
,sdh diterima dan dibongkar berfungsi dgn baik namun audio output gak fungsi gak,0,0
,packing parah barang juga buluk        ,0,0
,bungkus rapi cepat pengiriman sudah di coba ada lampunya dan bisa semua ,1,1
,derita punya mobil di jakarta cicilan belum lunas eh kerendam banjir salah siapa,0,0
,port dari port usb rusak tidak berfungsi aplikasi bl juga susah untuk proses,0,0
,gmn kk flashdisk kingstone yg gb pesan kok ga dkirim   ,0,0
,barang baguss agak lama nyampenya low responn      ,1,1
,yg jelas bukan kaya di gambar aku yg abal ya kualitas bigi luar,1,0
,fast respond barang baguss recomended seller daah      ,1,1
,kabel otg nya rusak ya gan ko saya colokin ga bisa connect ,0,0
,bagus kirimannya cepat dan mantap        ,1,1
,untuk anti shock atau apa saya tidak tahu saya cuma butuh bagai casing,0,0
,asus z aplikasi terhenti kadang hank logo stuck logo oppo atas nama bapak,0,0
,brg bagus packaging rapi bangett        ,1,1
,sebenernya barang udah sampe dari kemarin sih ya walaupun gb tapi ada keterangannya,1,0
,mantapp suka banget pengirimannya cepet surabaya sidoarjo besok nya sampai barangnya lengkap semoga,1,1
,di pesan vitron ltv tapi yang dateng vitron ltv terima kasih  ,0,0
,barang bagus sesuai harga tetapi atasanya besar tidak apa sih saya kasih k,1,0
,barang tidak berfungsi saat dimasukan usb ke soketnya tidak terbaca namun akan lebih,0,0
,uda kesekian x nya bjunya bgus tp fix nya susah amat dpt nya,1,1
,produknya mengecewakan baru di tes udah rusak pisaunya patah    ,0,0
,lampu wat philips led ini terang dengan tingkat lumens irit listrik  ,1,0
,psenan sangat jelek ga bnyk komen kcewa      ,0,0
,ni laptop speck nya apa barang hidup atau tidak    ,0,0
,barang bagus hanya pengirimannya lamaa sy pesan pagi barang baru datang malemnya kt,1,0
,min ini ada tempat cd nya ngk      ,0,0
,untuk pengiriman ke daerah luar pulau packingnya sangat baik pake kayu tapi tetep,1,1
,barang sesuai pict mudahan awet        ,1,1
,sesuai dengan yang dipesan         ,1,1
,barang mantabz sipp dah pokoknya agak lama expidisinya apa krn murah ongkirnya ya,1,1
,seluruh saya sangat puas belanja di bhineka com karena dengan barang dan kualitas,1,1
,cantik baju nya suka terimakasih kakak ga nya oke banget   ,1,1
,barang ori hitamnya sepekat daki penggorengan       ,1,1
,mantap lah buat transfer file juga lumayan cepat nggak korup thanks lah untung,1,1
,flashdisknya gangguan sudah saya format dahulu tetap gangguan tidak bisa copy dan paste,0,0
,barang sesuai langsung pakai mantap gan       ,1,1
,proses cepat barang diterima dengan baik terima kasih     ,1,1
,alhamdulillah sangat berguna buat kegiatan dikantor saya karena banyak usb yang mau di,1,1
,barang oke saya kira sih ini cuma muat buat hdd saja rupanya juga,1,0
,lagi sale murah banget         ,1,1
,mksh ya kk pngrmn cpt ramah suka next order lg   ,1,1
,barang sudah sampai dengan selamat oh saran donk harus pakek antena apa y,1,1
,saya sudah pesan dari minggu kemarin tapi belum sampai sampai kalo di lihat,0,0
,barang original suara bagus jg dgn harga sgitu     ,1,1
,barang nya sampe dengan slamat ga ada cacat sedikitpun barang baguss sangatt ,1,1
,kecewa berat sama lazada lapopnya baru ke pake hari ternyata nda bida digunakan,0,0
,lengket dan tetap berminyak untuk pengiriman sangat baik namun produknya tidak cocok di,0,0
,barang belum dateng          ,0,0
,order dri tgl des tgl desember laporan barang sdh di kirim tpi mpe,0,0
,puas dengan barang yg sampai kok keselurahan bagus sekali cmn pengirimannya lama ya,1,1
,produk sesuai dgn yg di katalog       ,1,1
,cepat barang datang terima kasih jual brgnya bungkus rapi kirim cepat terima kasih,1,1
,barangnya sudah keterima dalam keadan baik       ,1,1
,barang datang dengan selamat bagus tivinya masih belajar cara pemakaiaannya ternyata sudah chromecast,1,1
,bener bagus bahannya tebel         ,1,1
,rasa kurang enak ya yang cofe ini jdid oke banget diskon  ,0,1
,tampilan bagus tapi ngk bisa terdeteksi laptop      ,0,0
,stres            ,0,0
,barang dah nyampe berfungsi ga da cacat pengirimannya jga lebih cepat dari perkiraan,1,1
,charger untuk headset warna putih terdapat benda asing yg menghalangi lubang mengakibatkan carger,0,0
,barang tidak dikirim tp cukup tanggungjawab lah karna di kembalikan uang cash di,0,0
,dua jempol buat jadi dan jual       ,1,1
,barang tidak pernah sampai yg hitam yg putih ga bisa dipake  ,0,0
,krn pesanan tdk sesuai dengan kirimannya dr warna saja saya pesan hitam dikirm,0,0
,pengiriman lumayan agak lama         ,0,1
,flasdisk a lucu tapi lum dicoba sih mudahn bagus thanks seller lazada ,1,1
,barangnya bagus semuaa suka sekali dan dapat bonus sapu tangan kurangnya di ekspedisinya,1,1
,bukan gb tp gb kapasitas gb bukan gb tidak bisa simpan video ,0,0
,modelnya bagus murah meskipun ada pemberitahuan paket telat dikirim tapi tetap sampai dengan,1,1
,produk ini bagus rasa enak dan harga murah     ,1,1
,ngga bisa di pake aduu datanya ngga masuk     ,0,0
,suara kecil dan bunyi sebelah        ,0,0
,pesan size m yang datang l       ,0,0
,barangnya udah sampai bos thanks        ,1,1
,barang nya engak sesuai pesanan apabisa di tukar sesuai dengan yg di pesan,0,0
,nyata warna kuning tidak sesuai gambar akan lebih baik warna sesuai gambar ,0,0
,ga pernah pindah ke olshop lain kl soal beli popok karna ga pernah,1,0
,samsung saya sudah saya buang habis diving tidak mau hidup   ,0,0
,kalo dari lazadanya sih ngepak barangnya lumayan cepet atau ga terlalu lama tp,0,0
,bahan tipis sekali semoga kuat sj       ,0,0
,barang belum datang          ,0,0
,hy ini barang sesuai iklan kn trus syarat cicilannya gk bisa ya ,0,0
,sudah beli semuanya oke         ,1,1
,terimakasih gan barangnya sesuai         ,1,1
,bagus n           ,1,1
,aroma kurang suka          ,0,0
,mantap semoga awet dan bisa beli lagi      ,1,1
,parah saya belik cuman yg bisa sebelum saya terima saya sdah konfirmasi dulu,0,0
,cepet bgt smpe bru kmrin pesen       ,1,1
,pengiriman cepat man          ,1,1
,brg begini kok dijual ya ampun dah cm buat ngelabui customer  ,0,0
,sesuai cuman gak nyampe tb hanya gb      ,0,0
,baguss sekali seller ramah dan gercep anteraja cepat sampai terima kasih  ,1,1
,sedih di masukin film malah error file nya malah ke ganti sendiri tolong,0,0
,android tv coocaa mendarat drngan aman di bali thx coocaa n lazada good,1,1
,kirim tumben agak lama         ,0,0
,barangnya udah sampai bunda thankyou juga buat ga nya baju yg di pakai,1,1
,ternyata kecil banget hikz hikzz        ,0,0
,laptopnya bisa di instal windows gak       ,1,0
,barangnya mana bos sdh hampir bulang ditunggu ga dtng tolong kejelasannya atau balikin,0,0
,saya bingung mau beri bintang berapa maaf saya terpaksa kasih bintang ya barang,0,0
,barang mulus           ,1,1
,saya pikir bisa pas jaraknya ternyata kelebihan wkwk barangnya bagus kualitasnya juga bagus,1,1
,pengiriman sangat lama untuk daerah jakarta       ,0,0
,barang tidak berfungsi dengan baik rusak kecewa      ,0,0
,pesanan udah mendarat tengkyuu         ,1,1
,not fast enough durasi baterai tidak lama jadi bakal sering nyolok tombol power,1,0
,barang sdh diterima dengan baik mudahan muat      ,1,1
,bagus berfungsi dgn baik sesuai deskripsi       ,1,1
,tv nya restart an terus bisa dibalikin ganti baru kah   ,0,0
,barang reject kok djual sih gak terbaca setelah d pindah ke pc berikutnya,0,0
,pesanan warna silver barang yang datang warna hitam     ,0,0
,pengiriman lumayan cepat tp kenapa waktu di pasang isi paku yg beli rb,1,0
,adem iya tpi bahanya tipis yang kuning nyaris transparan saya ada pesan yang,0,0
,gimn cara nya datg sms paketan dahbterima dr hongkong ya aq blom terima,1,0
,barang jelek alias abal abal karena gk bisa untuk mnyimpan data selalu failed,0,0
,kedua bajunya cantik sekali premium kualitas sangat di sarankan untuk selalu belanja di,1,1
,lucu bangett bagus bangett aku bb kg pas pake inii   ,1,1
,kipas bagus pakai remot cocok buat orang yang malas    ,1,1
,cepat kirim baik cuma bahan lagi tipis      ,0,0
,ternyata tidak bisa download whatsapp video jelek      ,0,0
,kurang bisa serap bau kulkas        ,0,0
,selalu luv dengan produknya bigi baru kali ini sih beli celana di bigi,1,1
,emang sih headsetnya dengan harga murah yaa setimpal laah tapi tulisannyaa original saya,0,1
,barang sudah sampai tetapi saya kecewa soal flashdisk ya tidak baca alias tidak,0,0
,sangat cepat pengirimannya          ,1,1
,lampu nyala semua walaupun agak lama kirim      ,0,0
,paketnya sudah di terima dgn baik terima kasih     ,1,1
,barang sampai dengan kondisi barang sudah rusak pemilik lambat respon dan terkesan berbelit,0,0
,bagi yg belinya mau cepat jgn di toko ini deh masa aku minta,0,0
,mantap barang cepat sampai luar p jawa thanks lazada    ,1,1
,barang tidak sesuai pesanan nbeda dengan gambar nya     ,0,0
,cinta sama produknya tapi ga cinta sama sellernya     ,0,0
,kelihatannya oke belum saya coba tetapi kenapa tidak ada buku panduan  ,0,0
,kipas agak berisik bantal kaki goyang karena plastik mungkin tetapi lumayan banget harga,0,0
,packing bagus cuma lama aja konfirmasinya over all good lah   ,1,1
,good dan sangat baik semoga awet terima kasih lazada    ,1,1
,semoga penguna iphone tabah sebab tidak dapat update ios sekian   ,0,0
,saya mulai belanja di lazada sejak tahun sampai dengan sekarang baru kali ini,0,0
,pengiriman cepat tetapi untuk pengoprasian awal tv agak susah terutama pada remotnya ni,1,0
,khusus yg ini yg dikirim kualitas barangnya jelek ada beberapa tombol lepas dan,0,0
,barang cepat sampai n packingan rapih tks lazada     ,1,1
,barang yang kirim tidak fungsi bocor namun akan lebih baik apabila jual anti,0,0
,sesuai deskripsi pengiriman cepat dan bahannya bagus      ,1,1
,puas barang sesuai yg di pesan       ,1,1
,tipu jangan mau beli di toko ini cas baru beberapa bulan sudah rusak,0,0
,dipesan jam pagi dikirim baru jam warna tidak sesuai order salah satu celana,0,0
,selalu langganan dsini nterima kasih atas pemberian pelayanan baiknya    ,1,1
,pengiriman cepat bhan bagus warna juga bagus sukaa puas bngett   ,1,1
,pengiriman sgt cepat packing rapi amp aman dg bubble wrap lgs coba rapiin,1,1
,barang oke kualitas juga oke cuma paket tidak bungkus plastik atau apa begitu,1,1
,brang sudah sampai pengiriman molor smpek minggu pesan dan bayar tgl datang tgl,0,0
,barang cepat sampai sesuai deskripsi full logam sayangnya kapasitas bukan gb aslinya hanay,0,0
,bagus sekali lebih bagus banding gc ampamp hd     ,1,1
,barangnya kosoong           ,0,1
,good product barang diterima hari stlh order dlm keadaan baik dan sdh dicoba,1,1
,kecewa dengan pengirimannya udah seminggu lebih barang tidak nyampai juga status masih dalam,0,0
,sedeng lah           ,1,1
,kirim sangat cepat barang kecil sekali       ,0,1
,oke packing dan sesuai spek tetapi seperti ini bukan metal bahan kekuranganya adalah,0,0
,repeat buying ke sekian kali pelayanan tetap ok intinya beli tinta hp mending,1,1
,bagus bahan nya adem nuntung saya pesan yang untuk usia bulan nternyata pas,1,1
,gimana cara tukar dengan yg bisa support usb saya rela tambah uang asalkan,0,0
,udah dicolok semua bagus euy        ,1,1
,terima kasih barang sudah diterima ya sukses terus gan    ,1,1
,datang sesuai dengan deskripsi yang diberikan       ,1,1
,flashdisk baru dipakai sdh rusak data hilang semua     ,0,0
,udh minggu order laptop padahal udh sesuai petunjuk g bisa gman carany min,0,0
,barang bagus dan kami terima dalam kondisi normal tetapi setelah diinstalkab office laptopnya,1,0
,barang sesuai pesan cepat sampai packing bagus      ,1,1
,proses order lama          ,0,0
,sudah kali beli led tv disini alhamdulilah aman     ,1,1
,seger murah           ,1,1
,kecil tapi mantap suaranya ok bassnya kerasa memang tapi jadi lebih dominan ke,1,1
,alhamdulillah barang sampe dgn selamat sampe tujuan packing barang lumayan thanks lazada ,1,1
,pengiriman cepat packing aman semoga awet sesuai harga sih    ,1,1
,kecewa bngt slow respon masih bisa saya maklumi tp ga ada konfirmasi dr,0,0
,pengiriman sesuai estimasi barang bagus        ,1,1
,jelek bnget kgk bisa masuk mp maupun vidio nyeselku beli ya  ,1,0
,barang prosuknya cacat atau memiliki retakan       ,0,0
,dagang ini penipu bilangnya usb tau yg dateng usb harganya mahal lagi ,0,0
,yaampun ada gift terselip d paket ny mqkasii banyk kakak nbaju ny suka,1,1
,tumben kirim agak lama biasa jdid selalu sampai hrblm coba moga puasa ,0,0
,seperti biasa layan cepat pesan kemarin hari ini barang sudah sampai  ,1,1
,warna bagus harga oke top di brand nya tidak kalah dengan yang merek,1,1
,saya selalu puas blanja di rumah tawa karena barangnya bener bagus  ,1,1
,bagus tetapi belum di cek nyala apa tidak     ,1,0
,barang bagus sesuai halus trechy lentur tidak tdrlalu nutup layar tetapi warnany tidak,0,1
,barang sesuai tp gak bisa nyimpen data      ,0,0
,alhamdulillah tv sampai dgn selamat lebih cepat dari estimasi pengiriman serta kurir ninja,1,1
,ini barang palsu          ,0,0
,gan saya mau nanya ini harddisk kan kenapa pas saya colokkan ga kebaca,0,0
,sudah sampai barang sesuai tapi blm di coba thx    ,1,1
,barang kosong           ,0,0
,walaupun barang tdk sesuai yg dipesan tp senang dgn pelayanan penjual  ,1,0
,barang sepertinya bukan original         ,0,0
,tidak recommended kaki tidak bisa masuk sepatu seperti sablonan kualitas not ok ,0,0
,jelek bgt bahanya ukuranya pun kecil bgt untuk usia thn   ,0,0
,sip pengiriman cepat          ,1,1
,produk ini sangat berkualitas sekali dengan harga yg ekonomis jangan ragu buat yg,1,1
,ngga bisa buat nyimpen video        ,0,0
,sangat sangat sangaatt buruk sekali dan sangatt mengecewakan saya pesen tv panasonic yg,0,0
,barang rusak gak terpakai banyak virus kecewa pokoknya     ,0,0
,real dongg i love it        ,1,1
,tepat waktu barang nya ok        ,1,1
,sayang tv anter pakai motor menghawatirkan karena packing standar pabrik saja  ,0,0
,pesan barang dari tgl feb sampai detik ini barang tidak di terima di,0,0
,packaging lucu bahan halus sesuai orderan thx kak     ,1,1
,kaos kaki bagus lucu sesuai gambar       ,1,1
,bagus thanks           ,1,1
,sial yang di kirim cuma doang di chat tidak di balas lapak tipu,0,0
,bluethooth merespon lama kayak gak aktif sim tidak bisa digunakan   ,0,0
,hatihati lagi belum beli ya        ,0,0
,maaf lambat ngasih ulasan tv nya bagus dan pengirimannya juga cepat  ,1,1
,kondisi diterima patah          ,0,0
,mendarat dngan selamat          ,1,1
,barang tidak berfunhsi utk penyimpanan data file corrupt     ,0,0
,saya dibohongin kata ada antena dan kabel meter nyata hanya boster dan remot,0,0
,dilapaknya merk mtech tp yg dikirim nisuta barang sangkat ringkih dan enteng sblm,0,0
,barang bekas atau cacat dijual keyboard keliatan hbs dicat tombol spasi penyok yg,0,0
,cepat kirim baik tetapi sayang bahanya terlalu tipis     ,0,0
,bahan ny bgus tpi pinggang ny kecil bngt yhh untk ukrn ank thn,1,1
,aman semua sesuai deskripsi kualitas bagus       ,1,1
,wib tindak toyota etios tnkb plat no tidak sesuai dengan spektek polri di,0,0
,sesal beli ini harga nya mahal banget di warung cuma sesal bo ,0,0
,bhan bagus pengiriman cepat terimakasih        ,1,1
,packing rapi dan pengiriman cepat semoga amanah ya     ,1,1
,lenovo tidak boleh pakai sering aduh cepat rusak berapa kali tidak saya betul,0,0
,kirim cepat barang tidak bagus selalu korupt file na tiap akan di play,0,0
,tidak bisa di pakai         ,0,0
,biasa order di jdid selalu cepat tetapi sekali ini sangat lama sekali semingu,0,0
,tidak ada hologram hanya tempelan biasa bertulis genuine product dan sekarang sudah rusak,0,0
,mantaapp cuma sayang warna putihnya kosong       ,1,1
,minta yang ukuran tahun dan tahun malah di kasih nya tahun semua ,0,0
,masa remot rusak di kasih        ,0,0
,saya suka video hacker buktikan mampu beli mobil sport hanya dalam hitungan hari,1,0
,knp brng yg di ft sm yg dikirim beda    ,0,0
